Tahun,Bulan,Tanggal,Suhu,Curah_Hujan,Kelembapan,Dosis_Pupuk,Umur_Tanaman,Luas_Lahan,Hasil_Panen_Kg,Lokasi,Area,Pelepah_Terkena_Penyakit (Kg),Pelepah Terkena Luka Goresan (Kg)
2020,4,3,22.3,2.5,34,0,6,2.5,100,Parung,2500,24,22
2020,4,4,22.2,2.5,34,0,4,2.5,100,Parung,2500,16,21
2020,4,5,20.7,12.3,37,0,3,2.5,100,Parung,2500,20,15
2020,4,6,20.7,26.2,34,0,5,2.5,100,Parung,2500,24,12
2020,4,7,21.6,25.6,34,0,4,2.5,100,Parung,2500,17,12
2020,4,8,22.4,9.2,31,0,6,2.5,100,Parung,2500,21,12
2020,4,9,21.5,9.2,34,0,4,2.5,100,Parung,2500,14,18
2020,4,10,21.8,1.8,34,0,3,2.5,100,Parung,2500,25,23
2020,4,11,22.5,5.4,34,0,4,2.5,100,Parung,2500,21,14
2020,4,12,22.2,3.2,34,0,6,2.5,100,Parung,2500,25,8
2020,4,13,21.8,18,34,0,4,2.5,100,Parung,2500,24,25
2020,4,14,21.9,15.5,34,0,3,2.5,100,Parung,2500,16,21
2020,4,15,22.7,15.5,34,0,5,2.5,100,Parung,2500,16,22
2020,4,16,22.5,2.4,33,0,4,2.5,100,Parung,2500,8,17
2020,4,17,21.8,2.4,34,0,6,2.5,100,Parung,2500,11,19
2020,4,18,21.3,26.2,34,0,4,2.5,100,Parung,2500,15,8
2020,4,19,22.6,36.9,34,0,3,2.5,100,Parung,2500,21,22
2020,4,20,22.5,18,34,0,4,2.5,100,Parung,2500,15,11
2020,4,21,21.8,0.5,34,0,6,2.5,100,Parung,2500,24,15
2020,4,22,22.9,4.5,34,0,4,2.5,100,Parung,2500,19,20
2020,4,23,23.6,4.5,34,0,3,2.5,100,Parung,2500,11,7
2020,4,24,22.3,4.5,34,0,5,2.5,100,Parung,2500,21,24
2020,4,25,21.8,4.3,34,0,4,2.5,100,Parung,2500,12,25
2020,4,26,22.1,4.3,34,0,6,2.5,100,Parung,2500,11,9
2020,4,27,0,6.6,34,0,4,2.5,100,Parung,2500,17,23
2020,4,28,21.1,13.5,34,0,3,2.5,100,Parung,2500,20,11
2020,4,29,20.3,13.4,34,0,4,2.5,100,Parung,2500,11,9
2020,4,30,21.2,50,34,0,6,2.5,100,Parung,2500,21,11
2020,5,1,21.7,22.5,34,1400,4,2.5,100,Parung,2500,7,14
2020,5,2,21.5,16.3,34,1400,3,2.5,100,Parung,2500,11,22
2020,5,3,22.3,1.5,35,1400,5,2.5,100,Parung,2500,9,14
2020,5,4,22.6,1.5,34,1400,4,2.5,100,Parung,2500,12,25
2020,5,5,22.7,1.5,34,1400,6,2.5,100,Parung,2500,23,15
2020,5,6,22.3,13.5,37,1400,4,2.5,100,Parung,2500,12,24
2020,5,7,22.9,4.5,34,1400,3,2.5,100,Parung,2500,11,17
2020,5,8,22.6,4.5,34,1400,4,2.5,100,Parung,2500,23,10
2020,5,9,21.9,2.9,34,1400,6,2.5,100,Parung,2500,7,10
2020,5,10,21.8,2.9,34,1400,4,2.5,100,Parung,2500,13,23
2020,5,11,22.3,13.6,34,1400,3,2.5,100,Parung,2500,8,8
2020,5,12,22.5,6.5,35,1400,5,2.5,100,Parung,2500,25,8
2020,5,13,22.9,1,34,1400,4,2.5,100,Parung,2500,20,14
2020,5,14,22.1,0.1,34,1400,6,2.5,100,Parung,2500,20,11
2020,5,15,22.4,0.5,34,1400,4,2.5,100,Parung,2500,18,15
2020,5,16,23,0.5,34,1400,3,2.5,100,Parung,2500,14,14
2020,5,17,22.7,0.5,34,1400,4,2.5,100,Parung,2500,12,24
2020,5,18,20.9,15.2,35,1400,6,2.5,100,Parung,2500,15,19
2020,5,19,22.2,43.5,34,1400,4,2.5,100,Parung,2500,18,21
2020,5,20,21.5,13.6,34,1400,3,2.5,100,Parung,2500,13,16
2020,5,21,22.9,62.4,34,1400,5,2.5,100,Parung,2500,13,22
2020,5,22,23.2,62.4,34,1400,4,2.5,100,Parung,2500,21,16
2020,6,5,21.3,1,34,0,4,2.5,100,Parung,2500,23,19
2020,6,6,22.5,0.1,34,0,3,2.5,100,Parung,2500,24,13
2020,6,7,21.6,0.2,34,0,4,2.5,100,Parung,2500,18,19
2020,6,8,21.6,11.7,34,0,6,2.5,100,Parung,2500,21,23
2020,6,9,21.4,11.7,34,0,4,2.5,100,Parung,2500,7,10
2020,6,10,22,1.9,34,0,3,2.5,100,Parung,2500,11,9
2020,6,11,22,0.1,34,0,5,2.5,100,Parung,2500,22,17
2020,6,12,22.1,3.9,34,0,4,2.5,100,Parung,2500,17,20
2020,6,13,21.5,0,34,0,6,2.5,100,Parung,2500,9,7
2020,6,14,22.8,0.5,34,0,4,2.5,100,Parung,2500,14,21
2020,6,15,22.7,5.8,32,0,3,2.5,100,Parung,2500,20,7
2020,6,16,22.8,5.8,30,0,4,2.5,100,Parung,2500,25,7
2020,6,17,23.2,5.8,34,0,6,2.5,100,Parung,2500,19,23
2020,6,18,22.2,5.8,34,0,4,2.5,100,Parung,2500,24,20
2020,6,19,21.2,5.8,34,0,3,2.5,100,Parung,2500,10,12
2020,6,20,22.1,5.8,34,0,5,2.5,100,Parung,2500,7,19
2020,6,21,21.8,5.8,34,0,4,2.5,100,Parung,2500,14,15
2020,6,22,22,5.8,34,0,6,2.5,100,Parung,2500,16,23
2020,6,23,22.2,32.5,34,0,4,2.5,100,Parung,2500,9,15
2020,6,24,21.2,32.5,34,0,3,2.5,100,Parung,2500,9,23
2020,6,25,21.8,32.5,34,0,4,2.5,100,Parung,2500,19,13
2020,6,26,21.6,32.5,34,0,6,2.5,100,Parung,2500,17,25
2020,6,27,21.6,32.3,34,0,4,2.5,100,Parung,2500,23,12
2020,6,28,21.6,32.3,34,0,3,2.5,100,Parung,2500,10,16
2020,6,29,22.2,32.3,34,0,5,2.5,100,Parung,2500,8,15
2020,6,30,21.7,32.3,34,0,4,2.5,100,Parung,2500,9,16
2020,7,1,21.6,32.3,33,0,6,2.5,100,Parung,2500,16,13
2020,7,2,20.4,32.3,35,0,4,2.5,100,Parung,2500,9,21
2020,7,3,21.6,32.3,37,0,3,2.5,100,Parung,2500,13,14
2020,7,4,21.4,32.3,34,0,4,2.5,100,Parung,2500,22,10
2020,7,5,21.4,2.4,34,0,6,2.5,100,Parung,2500,24,23
2020,7,6,21.4,2.4,34,0,4,2.5,100,Parung,2500,10,9
2020,7,7,21.5,2.4,34,0,3,2.5,100,Parung,2500,15,24
2020,7,8,21.3,2.4,30,0,5,2.5,100,Parung,2500,23,9
2020,7,9,20.5,23.6,34,0,4,2.5,100,Parung,2500,21,8
2020,7,10,20.8,23.6,34,0,6,2.5,100,Parung,2500,20,22
2020,7,11,22,23.6,34,0,4,2.5,100,Parung,2500,24,25
2020,7,12,21.5,23.6,34,0,3,2.5,100,Parung,2500,20,10
2020,7,13,21.4,1.2,34,0,4,2.5,100,Parung,2500,20,10
2020,7,14,21.1,1.2,34,0,6,2.5,100,Parung,2500,8,15
2020,7,15,21.8,1.2,34,0,4,2.5,100,Parung,2500,11,15
2020,7,16,23,1.2,34,0,3,2.5,100,Parung,2500,15,12
2020,7,17,21.7,1.2,34,0,5,2.5,100,Parung,2500,21,18
2020,7,18,21.4,1.2,34,0,4,2.5,100,Parung,2500,16,23
2020,7,19,21.8,0.5,34,0,6,2.5,100,Parung,2500,12,14
2020,7,20,21.5,0.5,34,0,4,2.5,100,Parung,2500,9,8
2020,7,21,21.8,0.5,34,0,3,2.5,100,Parung,2500,14,25
2020,7,22,21.5,1.9,31,0,4,2.5,100,Parung,2500,11,21
2020,7,23,22,1.9,34,0,6,2.5,100,Parung,2500,14,22
2020,7,24,22,1.9,34,0,4,2.5,100,Parung,2500,16,17
2020,7,25,21,1.9,34,0,3,2.5,100,Parung,2500,18,11
2020,7,26,20.9,1.9,34,0,5,2.5,100,Parung,2500,21,15
2020,7,27,20.9,1.9,34,0,4,2.5,100,Parung,2500,8,20
2020,7,28,20.9,1.9,34,0,6,2.5,100,Parung,2500,15,7
2020,7,29,21.3,1.9,34,0,4,2.5,100,Parung,2500,20,24
2020,8,2,20.8,1.9,34,1400,3,2.5,100,Parung,2500,9,11
2020,8,3,21.4,0.2,34,1400,4,2.5,100,Parung,2500,9,9
2020,8,4,21.7,0.2,34,1400,6,2.5,100,Parung,2500,17,11
2020,8,5,21.2,0.2,34,1400,4,2.5,100,Parung,2500,17,14
2020,8,6,21.8,0.7,34,1400,3,2.5,100,Parung,2500,15,22
2020,8,7,22.1,0.7,34,1400,5,2.5,100,Parung,2500,22,14
2020,8,8,21.9,0.6,31,1400,4,2.5,100,Parung,2500,25,25
2020,8,9,22.4,0.6,34,1400,6,2.5,100,Parung,2500,20,15
2020,8,10,21.8,0.4,34,1400,4,2.5,100,Parung,2500,9,17
2020,8,11,21.7,0.4,34,1400,3,2.5,100,Parung,2500,20,10
2020,8,12,21.8,2,34,1400,4,2.5,100,Parung,2500,19,10
2020,8,13,20.7,0.2,34,1400,6,2.5,100,Parung,2500,24,15
2020,8,14,20.8,30,34,1400,4,2.5,100,Parung,2500,14,15
2020,8,15,21.5,2.8,34,1400,3,2.5,100,Parung,2500,9,20
2020,8,19,21.7,1.1,34,1400,5,2.5,100,Parung,2500,14,9
2020,8,20,22,1.1,34,1400,4,2.5,100,Parung,2500,17,22
2020,8,21,22.1,1.1,34,1400,6,2.5,100,Parung,2500,14,13
2020,8,22,22.3,1.1,34,1400,4,2.5,100,Parung,2500,12,8
2020,8,23,22.5,1.1,34,1400,3,2.5,100,Parung,2500,10,11
2020,8,24,21.4,1.1,33,1400,4,2.5,100,Parung,2500,20,23
2020,8,25,22.2,1.1,34,1400,6,2.5,100,Parung,2500,9,7
2020,8,26,21.4,1.1,34,1400,4,2.5,100,Parung,2500,13,21
2020,8,27,22.1,1.1,34,1400,3,2.5,100,Parung,2500,23,12
2020,8,28,21.6,1.1,33,1400,5,2.5,100,Parung,2500,17,17
2020,8,29,22.5,1.1,34,1400,4,2.5,100,Parung,2500,13,13
2020,8,30,22.5,1.1,34,1400,6,2.5,100,Parung,2500,18,12
2020,8,31,22,1.1,33,1400,4,2.5,100,Parung,2500,7,22
2020,9,1,23,1.1,34,0,3,2.5,100,Parung,2500,24,25
2020,9,2,21.1,1.1,34,0,4,2.5,100,Parung,2500,22,15
2020,9,3,22.8,1.1,34,0,6,2.5,100,Parung,2500,10,13
2020,9,4,22.8,1.5,34,0,4,2.5,100,Parung,2500,21,12
2020,9,5,21.9,1.5,34,0,3,2.5,100,Parung,2500,11,15
2020,9,6,22.3,1.5,34,0,5,2.5,100,Parung,2500,19,24
2020,9,8,22.4,1.5,34,0,6,2.5,100,Parung,2500,17,21
2020,9,9,23.5,1.5,34,0,4,2.5,100,Parung,2500,18,16
2020,9,10,22,1.5,34,0,3,2.5,100,Parung,2500,13,18
2020,9,11,22,1.5,34,0,4,2.5,100,Parung,2500,20,22
2020,9,13,21.8,0.6,34,0,4,2.5,100,Parung,2500,14,23
2020,9,14,21.7,0.6,34,0,3,2.5,100,Parung,2500,7,13
2020,9,15,19.9,5.7,34,0,5,2.5,100,Parung,2500,21,18
2020,9,16,21.7,12.4,34,0,4,2.5,100,Parung,2500,23,15
2020,9,17,21.1,2.2,34,0,6,2.5,100,Parung,2500,20,14
2020,9,18,21.9,5.4,31,0,4,2.5,100,Parung,2500,10,15
2020,9,19,24.3,13,34,0,3,2.5,100,Parung,2500,15,17
2020,9,20,20.8,13,34,0,4,2.5,100,Parung,2500,20,10
2020,9,21,21.2,23.4,34,0,6,2.5,100,Parung,2500,17,7
2020,9,22,20.3,113.3,34,0,4,2.5,100,Parung,2500,24,10
2020,9,23,22.4,11,34,0,3,2.5,100,Parung,2500,12,22
2020,9,24,22.9,0.8,34,0,5,2.5,100,Parung,2500,24,25
2020,9,25,23.3,0.7,34,0,4,2.5,100,Parung,2500,16,9
2020,9,26,21.8,0.7,30,0,6,2.5,100,Parung,2500,7,9
2020,9,27,20.5,1.9,34,0,4,2.5,100,Parung,2500,14,12
2020,9,28,22.1,66,34,0,3,2.5,100,Parung,2500,17,12
2020,9,29,21.6,0.3,34,0,4,2.5,100,Parung,2500,16,25
2020,9,30,23.3,0.3,34,0,6,2.5,100,Parung,2500,10,21
2020,10,1,22.8,0.3,34,0,4,2.5,100,Parung,2500,17,14
2020,10,2,21.6,17.6,34,0,3,2.5,100,Parung,2500,21,17
2020,10,3,21.2,17.6,34,0,5,2.5,100,Parung,2500,22,23
2020,10,4,21.3,17.6,34,0,4,2.5,100,Parung,2500,24,17
2020,10,5,21.2,7.5,34,0,6,2.5,100,Parung,2500,16,11
2020,10,6,20.7,7.5,34,0,4,2.5,100,Parung,2500,14,10
2020,10,7,22.1,7.5,34,0,3,2.5,100,Parung,2500,25,16
2020,10,8,21,1.6,34,0,4,2.5,100,Parung,2500,24,21
2020,10,9,20.8,3.5,34,0,6,2.5,100,Parung,2500,19,12
2020,10,10,21.3,0.1,34,0,4,2.5,100,Parung,2500,8,8
2020,10,11,22,25.7,34,0,3,2.5,100,Parung,2500,22,18
2020,10,12,21.7,25.7,34,0,5,2.5,100,Parung,2500,8,12
2020,10,13,22.3,1.2,34,0,4,2.5,100,Parung,2500,10,20
2020,10,14,21.9,1.2,34,0,6,2.5,100,Parung,2500,18,11
2020,10,15,21.5,0.1,34,0,4,2.5,100,Parung,2500,9,13
2020,10,16,21,28.2,34,0,3,2.5,100,Parung,2500,8,16
2020,10,17,22.3,5.8,34,0,4,2.5,100,Parung,2500,9,15
2020,10,18,20.7,10.8,34,0,6,2.5,100,Parung,2500,12,22
2020,10,19,20.7,35,34,0,4,2.5,100,Parung,2500,7,19
2020,10,20,20.7,35,34,0,3,2.5,100,Parung,2500,8,23
2020,10,21,21.3,6,34,0,5,2.5,100,Parung,2500,8,18
2020,10,22,21.5,15.5,34,0,4,2.5,100,Parung,2500,25,9
2020,10,23,22.2,2.2,34,0,6,2.5,100,Parung,2500,24,19
2020,10,24,21,2.2,34,0,3,2.5,100,Parung,2500,25,20
2020,10,25,20.9,54.7,34,0,4,2.5,100,Parung,2500,22,10
2020,10,26,21,3.8,34,0,6,2.5,100,Parung,2500,13,20
2020,10,27,20.9,20.6,32,0,4,2.5,100,Parung,2500,17,11
2020,10,28,21,14.1,34,0,3,2.5,100,Parung,2500,12,25
2020,10,29,22.2,7,34,0,5,2.5,100,Parung,2500,22,7
2020,10,30,22.5,7,34,0,4,2.5,100,Parung,2500,11,25
2020,10,31,21.3,13.4,34,1400,6,2.5,100,Parung,2500,21,10
2020,11,1,21.6,12.7,34,1400,4,2.5,100,Parung,2500,9,11
2020,11,2,21.6,10.9,34,1400,3,2.5,100,Parung,2500,10,16
2020,11,3,22.2,10.9,34,1400,4,2.5,100,Parung,2500,7,24
2020,11,4,21.9,10.9,34,1400,6,2.5,100,Parung,2500,22,24
2020,11,5,21.4,10.9,34,1400,4,2.5,100,Parung,2500,21,19
2020,11,6,22.4,2.5,34,1400,3,2.5,100,Parung,2500,12,8
2020,11,7,21.8,2.5,34,1400,5,2.5,100,Parung,2500,21,20
2020,11,8,20.1,1,34,1400,4,2.5,100,Parung,2500,14,10
2020,11,9,21.9,11.5,34,1400,6,2.5,100,Parung,2500,12,24
2020,11,10,21.6,11.5,34,1400,4,2.5,100,Parung,2500,13,21
2020,11,11,22.1,6.3,34,1400,3,2.5,100,Parung,2500,23,25
2020,11,12,22.8,26.4,33,1400,4,2.5,100,Parung,2500,11,21
2020,11,13,22.8,26.4,34,1400,6,2.5,100,Parung,2500,22,18
2020,11,14,24.2,4.2,34,1400,4,2.5,100,Parung,2500,16,7
2020,11,15,22.9,4.2,35,1400,3,2.5,100,Parung,2500,7,17
2020,11,16,22.9,4.2,34,1400,5,2.5,100,Parung,2500,19,13
2020,11,17,22.5,13.5,34,1400,4,2.5,100,Parung,2500,16,21
2020,11,18,23,13.5,34,1400,6,2.5,100,Parung,2500,9,23
2020,11,19,22.5,2.4,34,1400,4,2.5,100,Parung,2500,16,24
2020,11,20,22.1,10,34,1400,3,2.5,100,Parung,2500,25,18
2020,11,21,22.5,10,33,1400,4,2.5,100,Parung,2500,8,15
2020,11,22,22.5,10,34,1400,6,2.5,100,Parung,2500,16,11
2020,11,23,23.3,1.1,34,1400,4,2.5,100,Parung,2500,7,21
2020,11,24,21.3,1.1,34,1400,3,2.5,100,Parung,2500,18,20
2020,11,25,21.1,14.2,32,1400,5,2.5,100,Parung,2500,21,14
2020,11,26,20.7,3.1,34,1400,4,2.5,100,Parung,2500,24,10
2020,11,27,21.1,22,34,1400,6,2.5,100,Parung,2500,21,7
2020,11,29,21.4,6.1,34,1400,3,2.5,100,Parung,2500,25,11
2020,11,30,21.4,6.1,34,1400,5,2.5,100,Parung,2500,16,22
2020,11,31,21.7,6.1,34,1400,4,2.5,100,Parung,2500,12,9
2020,11,32,21.4,1,34,1400,6,2.5,100,Parung,2500,16,9
2020,11,33,21.5,10.8,34,1400,4,2.5,100,Parung,2500,23,23
2020,11,34,21.3,0.7,34,1400,3,2.5,100,Parung,2500,7,22
2020,12,1,21.8,39.6,34,0,4,2.5,100,Parung,2500,20,24
2020,12,2,22.7,4.4,33,0,6,2.5,100,Parung,2500,24,14
2020,12,3,21.3,2.7,34,0,4,2.5,100,Parung,2500,21,17
2020,12,4,21.4,6.9,31,0,3,2.5,100,Parung,2500,24,18
2020,12,5,20,4.4,34,0,5,2.5,100,Parung,2500,11,15
2020,12,6,19.3,56.9,34,0,4,2.5,100,Parung,2500,7,15
2020,12,7,20.6,57.8,34,0,6,2.5,100,Parung,2500,20,15
2020,12,8,21.8,2.2,34,0,3,2.5,100,Parung,2500,21,19
2020,12,9,20.5,1.6,34,0,4,2.5,100,Parung,2500,13,20
2020,12,10,20.2,6.8,34,0,6,2.5,100,Parung,2500,8,9
2020,12,11,20.9,14.3,34,0,4,2.5,100,Parung,2500,25,11
2020,12,12,20.2,15.6,34,0,3,2.5,100,Parung,2500,22,25
2020,12,13,20.5,3.2,34,0,5,2.5,100,Parung,2500,20,14
2020,12,14,21.1,2.2,34,0,4,2.5,100,Parung,2500,20,18
2020,12,15,21.3,1.5,34,0,6,2.5,100,Parung,2500,18,25
2020,12,16,22.1,3.3,34,0,4,2.5,100,Parung,2500,14,17
2020,12,17,20.7,2.5,34,0,3,2.5,100,Parung,2500,12,25
2020,12,18,21.6,2.8,34,0,4,2.5,100,Parung,2500,15,11
2020,12,19,21.6,0.1,34,0,6,2.5,100,Parung,2500,18,9
2020,12,20,21.5,0.1,34,0,4,2.5,100,Parung,2500,13,15
2020,12,21,20.3,2.2,34,0,3,2.5,100,Parung,2500,13,25
2020,12,22,20.5,29.9,34,0,5,2.5,100,Parung,2500,21,15
2020,12,23,22.1,19.4,34,0,4,2.5,100,Parung,2500,10,23
2020,12,24,21,19.4,33,0,6,2.5,100,Parung,2500,11,16
2020,12,25,21.3,7.3,34,0,4,2.5,100,Parung,2500,14,19
2020,12,26,21.5,4.4,34,0,3,2.5,100,Parung,2500,24,23
2020,12,27,21.9,1.8,34,0,4,2.5,100,Parung,2500,17,13
2020,12,28,22.1,1.8,34,0,6,2.5,100,Parung,2500,24,25
2020,12,29,20.5,1.3,34,0,4,2.5,100,Parung,2500,19,21
2020,12,30,20.9,17,34,0,3,2.5,100,Parung,2500,12,9
2021,1,1,20.4,1.3,34,0,4,2.5,300,Parung,2500,23,9
2021,1,2,21.4,14,34,0,3,2.5,400,Parung,2500,13,24
2021,1,3,21.9,21.6,34,0,4,2.5,100,Parung,2500,9,15
2021,1,4,20.9,2,34,0,6,2.5,300,Parung,2500,23,23
2021,1,5,20,8,37,0,4,2.5,500,Parung,2500,25,24
2021,1,6,20.6,3.6,34,0,3,2.5,100,Parung,2500,21,16
2021,1,7,21.1,23.8,34,0,5,2.5,300,Parung,2500,23,18
2021,1,8,21.6,2.4,34,0,4,2.5,300,Parung,2500,21,21
2021,1,9,20,3.2,34,0,6,2.5,100,Parung,2500,25,15
2021,1,10,21.3,40.9,34,0,4,2.5,100,Parung,2500,8,10
2021,1,11,21.1,2,34,0,3,2.5,100,Parung,2500,8,16
2021,1,12,20.4,2,34,0,4,2.5,400,Parung,2500,12,15
2021,1,13,20.7,21.7,33,0,6,2.5,100,Parung,2500,12,18
2021,1,14,20.6,0.8,34,0,4,2.5,100,Parung,2500,24,22
2021,1,15,21.1,6.8,34,0,3,2.5,100,Parung,2500,12,13
2021,1,16,21.8,6.8,34,0,5,2.5,100,Parung,2500,19,12
2021,1,17,20.6,6.8,34,0,4,2.5,100,Parung,2500,9,11
2021,1,18,19.7,6.8,34,0,6,2.5,100,Parung,2500,22,16
2021,1,19,18.3,70,34,0,4,2.5,100,Parung,2500,15,21
2021,1,20,19.7,29.9,34,0,3,2.5,300,Parung,2500,19,21
2021,1,21,20.2,12,34,0,4,2.5,100,Parung,2500,7,23
2021,1,22,20.7,11.4,34,0,6,2.5,100,Parung,2500,25,7
2021,1,23,21.3,0.3,34,0,4,2.5,100,Parung,2500,25,21
2021,1,24,19.8,0,34,0,3,2.5,100,Parung,2500,10,12
2021,1,25,21.2,20.1,34,0,5,2.5,150,Parung,2500,21,17
2021,1,26,20.6,8.7,34,0,4,2.5,150,Parung,2500,10,9
2021,1,27,20.7,2,34,0,6,2.5,150,Parung,2500,7,25
2021,1,28,19.7,1.8,34,0,4,2.5,150,Parung,2500,13,9
2021,1,29,19.6,45,34,0,3,2.5,150,Parung,2500,16,18
2021,1,30,19.3,5.2,34,0,4,2.5,100,Parung,2500,8,24
2021,1,31,19.5,25.5,34,0,6,2.5,100,Parung,2500,24,16
2021,2,1,20.4,3.1,34,1400,4,2.5,100,Parung,2500,15,17
2021,2,2,20.5,3.3,34,1400,3,2.5,100,Parung,2500,16,18
2021,2,3,19.8,17.3,34,1400,5,2.5,100,Parung,2500,10,20
2021,2,4,19.5,13,37,1400,4,2.5,100,Parung,2500,19,23
2021,2,5,19.9,50.7,34,1400,6,2.5,100,Parung,2500,22,20
2021,2,6,20,57,34,1400,4,2.5,100,Parung,2500,11,25
2021,2,7,19.6,104.4,34,1400,3,2.5,100,Parung,2500,18,7
2021,2,8,20.5,124,34,1400,4,2.5,100,Parung,2500,23,13
2021,2,9,20.1,14.7,34,1400,6,2.5,100,Parung,2500,15,11
2021,2,10,20.8,4.8,34,1400,4,2.5,100,Parung,2500,11,8
2021,2,11,20.8,10.3,34,1400,3,2.5,100,Parung,2500,8,12
2021,2,12,21.5,0.8,34,1400,5,2.5,100,Parung,2500,14,7
2021,2,13,20.7,5.7,34,1400,4,2.5,100,Parung,2500,19,18
2021,2,14,21.4,0.3,35,1400,6,2.5,100,Parung,2500,10,22
2021,2,15,21.1,7,34,1400,4,2.5,100,Parung,2500,13,23
2021,2,16,20.6,7,35,1400,3,2.5,100,Parung,2500,24,22
2021,2,17,20.7,10.1,34,1400,4,2.5,100,Parung,2500,16,21
2021,2,18,20.9,0.9,34,1400,6,2.5,100,Parung,2500,20,15
2021,2,19,18.7,26,34,1400,4,2.5,100,Parung,2500,24,12
2021,2,20,19.4,59,34,1400,3,2.5,100,Parung,2500,17,12
2021,2,21,20.2,40.7,34,1400,5,2.5,100,Parung,2500,19,19
2021,2,22,20.2,40.7,34,1400,4,2.5,100,Parung,2500,24,19
2021,2,23,21,40.7,34,1400,6,2.5,100,Parung,2500,24,16
2021,2,24,20.8,31.7,34,1400,4,2.5,100,Parung,2500,9,16
2021,2,25,20.8,5.2,35,1400,3,2.5,100,Parung,2500,18,20
2021,2,26,20,22.5,34,1400,4,2.5,100,Parung,2500,25,24
